Formulation Index,Drug Group,Drug,Drug SMILES,Formulation Method,DOI,Drug MW,Drug TPSA,Drug LogP,Polymer MW,LA/GA,Initial Drug-to-Polymer Ratio,Particle Size,Drug Loading Capacity,Drug Encapsulation Efficiency,Solubility Enhancer Concentration,AUC,AUC Class,Profile Duration,N Time Points,Max Observed Release,Release_24h,Release_48h,Release_72h,Fold
181,13,rhodamine-B ,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],O/W,10.1021/ja306866w,479.0200000000002,56.69,2.565,43.0,1.0,0.005,2.1,0.05472636815920398,11.0,0.0,0.7872360676267999,AUC > 0.5,30.1244969818913,19,0.857142857142857,0.3077200902934548,0.4893511724931663,0.627217107217107,4
182,39,prilocaine,O=C(NC=1C=CC=CC1C)C(NCCC)C,O/W,10.1016/j.ijpharm.2012.04.053,220.3159999999999,41.13,2.32162,12.0,1.0,0.046,68.0,3.3,82.5,0.0,0.7451952754618908,AUC > 0.5,13.8463725806145,20,0.863206384713086,0.3449360865290068,0.533968671267389,0.7070088845014809,2
183,39,prilocaine,O=C(NC=1C=CC=CC1C)C(NCCC)C,O/W,10.1016/j.ijpharm.2012.04.053,220.3159999999999,41.13,2.32162,12.0,1.0,0.2511961722488038,73.0,14.2,71.0,0.0,0.7940363545248681,AUC > 0.5,13.8797083252849,13,0.844311377245509,0.7262347202318301,0.7652969986576078,0.7799821651435147,2
184,65,dexamethasone,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,10.1016/j.ijpharm.2012.04.053,392.4670000000002,94.83,1.8957,12.0,1.0,0.25,35.0,16.9,84.5,0.0,0.46083243673328894,AUC <= 0.5,117.812499999999,48,0.623069775963148,0.061614620722660884,0.07082435989471163,0.07811976549413731,0
185,79,camptothecin ,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=CC5=CC4C3,W/O/W,10.1016/j.ijpharm.2012.02.012 ,348.3580000000001,81.42,2.0796,14.4,3.0,0.02,39.3,0.5901960784313726,30.1,0.0,0.5929941414484259,AUC > 0.5,28.1119409143423,8,0.751807228915662,0.19187150158189417,0.2699387053237138,0.3460086718291098,4
186,83,2-methoxyestradiol ,OC=1C=C2C(=CC1OC)C3CCC4(C)C(O)CCC4C3CC2,O/W,10.3109/10717544.2012.657719 ,302.414,49.69,3.617800000000003,38.5,3.0,0.1368,55.44,11.66,81.7,1.0,0.460006453321697,AUC <= 0.5,45.8905767052016,10,0.812227074235808,0.04877149877149882,0.07536698148336192,0.0989612967288398,0
187,64,methylprednisolone ,O=C1C=CC2(C(=C1)C(C)CC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,S/O/W,10.1002/jps.22722,374.4770000000001,94.83,1.8036,17.2,1.13,0.4285714285714285,18.2,17.0,60.0,0.02,0.585678475591961,AUC > 0.5,84.1987041788059,15,0.901149425287356,0.19566857953367123,0.2150465190697852,0.2323232955461631,3
188,16,rasagiline mesylate ,CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12,O/W,10.1016/j.ijpharm.2011.07.029 ,267.35,66.4,1.4007,15.0,1.0,0.1,103.1,4.8,52.8,0.0,0.774249577902788,AUC > 0.5,33.9596340455742,14,0.966292101314608,0.13124590269149328,0.18378255531546006,0.23631920793942685,0
189,37,lornoxicam ,O=C(NC1=NC=CC=C1)C2=C(O)C=3SC(Cl)=CC3S(=O)(=O)N2C,S/O/W,10.3109/10717544.2011.596584 ,371.8270000000001,99.59999999999998,2.2959,25.0,3.0,0.05,7.47,12.17,82.22,1.0,0.6840102460835361,AUC > 0.5,31.9783197512195,16,0.892940296274128,0.22728083473602959,0.28100978069048393,0.33185499751251535,4
190,6,rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,W/O/W,10.1016/j.ijpharm.2011.05.007,822.9529999999996,220.15,4.335420000000004,10.5,1.0,0.8918918918918918,2.08,16.5,35.0,0.0,0.7126001142998585,AUC > 0.5,5.01709401709401,13,0.870017094017093,0.6185,0.7320000000000001,0.774271929824561,2
191,6,rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,W/O/W,10.1016/j.ijpharm.2011.05.007,822.9529999999996,220.15,4.335420000000004,10.5,1.0,0.4180327868852458,3.48,10.2,34.6,0.0,0.7026746458160426,AUC > 0.5,5.01709401709401,13,0.860017094017093,0.5845833333333333,0.7035677966101704,0.7775614035087723,2
192,6,rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,W/O/W,10.1016/j.ijpharm.2011.05.007,822.9529999999996,220.15,4.335420000000004,10.5,1.0,0.2438162544169611,4.51,6.9,35.2,0.0,0.743292192664424,AUC > 0.5,5.01709401709401,13,0.860017094017093,0.6940833333333333,0.7289262295081969,0.7897241379310348,2
193,6,rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,W/O/W,10.1016/j.ijpharm.2011.05.007,822.9529999999996,220.15,4.335420000000004,10.5,1.0,0.1194379391100703,6.71,5.1,47.8,0.0,0.8253641688143388,AUC > 0.5,5.01709401709401,13,0.895017094017094,0.802833333333333,0.8464396551724144,0.863,2
194,6,rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,W/O/W,10.1016/j.ijpharm.2011.05.007,822.9529999999996,220.15,4.335420000000004,10.5,1.0,0.07903225806451612,8.43,4.9,66.9,0.0,0.9555631472244076,AUC > 0.5,5.008547008547,13,1.03950427350427,0.9388688524590164,0.9890258620689659,1.0084918032786827,2
195,65,dexamethasone,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,O/W,10.1016/j.ijpharm.2010.11.022 ,392.4670000000002,94.83,1.8957,9.5,3.0,0.2,11.0,15.6,74.0,0.0,0.6172652546739692,AUC > 0.5,18.0089883256805,6,0.712793733681462,0.3927127894969754,0.45805778969317795,0.5529534295491744,0
196,31,fenretinide ,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,S/O/W,10.1007/s11095-010-0202-y ,391.555,49.33,6.862300000000007,31.0,1.0,0.25,32.5,14.96,74.8,1.0,0.8799276942285827,AUC > 0.5,28.1463414634146,7,0.976344086021505,0.5831029185867895,0.6460829493087556,0.7090629800307219,1
197,31,fenretinide ,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,S/O/W,10.1007/s11095-010-0202-y ,391.555,49.33,6.862300000000007,31.0,1.0,0.25,32.5,15.02,75.1,1.0,0.7752032520325198,AUC > 0.5,28.0,7,0.881720430107526,0.3867546432062584,0.5182431201020595,0.6295790049207214,1
198,31,fenretinide ,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,S/O/W,10.1007/s11095-010-0202-y ,391.555,49.33,6.862300000000007,31.0,1.0,0.25,32.5,11.42,57.1,1.0,0.5758597475455816,AUC > 0.5,28.0487804878048,7,0.744086021505376,0.1381279746166048,0.2624361008284856,0.38674422704036643,1
199,31,fenretinide ,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,S/O/W,10.1007/s11095-010-0202-y ,391.555,49.33,6.862300000000007,31.0,1.0,0.25,55.0,15.92,79.6,1.0,0.6527243216584366,AUC > 0.5,28.0745494433395,7,0.790526179101825,0.1668338286280344,0.29013135309619226,0.40838155103760154,1
200,31,fenretinide ,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,S/O/W,10.1007/s11095-010-0202-y ,391.555,49.33,6.862300000000007,31.0,1.0,0.25,55.0,14.86,74.3,1.0,0.5054476339290184,AUC > 0.5,27.9859758472925,7,0.658034841681531,0.21076145190568757,0.24669978986025143,0.2826381278148153,1
201,31,fenretinide ,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,S/O/W,10.1007/s11095-010-0202-y ,391.555,49.33,6.862300000000007,31.0,1.0,0.25,55.0,12.96,64.8,1.0,0.4511860682561497,AUC <= 0.5,27.9376909355586,7,0.618935339908009,0.13840528186896897,0.17825567950659635,0.21718418381269994,1
202,31,fenretinide ,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,S/O/W,10.1007/s11095-010-0202-y ,391.555,49.33,6.862300000000007,12.0,1.0,0.25,41.5,17.06,85.3,1.0,0.8037800397264574,AUC > 0.5,28.0386929928673,7,0.90234986747157,0.3957847106991988,0.522227330519707,0.6486699503402152,1
203,31,fenretinide ,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,S/O/W,10.1007/s11095-010-0202-y ,391.555,49.33,6.862300000000007,12.0,1.0,0.25,41.5,11.42,57.1,1.0,0.8474556510064458,AUC > 0.5,28.0919318815245,7,0.963578381370939,0.3311891490152378,0.4860381560345462,0.6372126990484827,1
204,79,camptothecin ,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=CC5=CC4C3,W/O/W,10.1248/cpb.58.1142,348.3580000000001,81.42,2.0796,14.4,3.0,0.0303030303030303,32.0,0.9902912621359223,34.0,0.0,0.59099938770411,AUC > 0.5,27.8858589969701,9,0.735449735449735,0.2610547667342808,0.3045669105499175,0.34600088378258953,4
205,79,camptothecin ,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=CC5=CC4C3,W/O/W,10.1248/cpb.58.1142,348.3580000000001,81.42,2.0796,14.4,3.0,0.02,39.0,0.7254901960784313,37.0,0.0,0.5864321635029767,AUC > 0.5,27.8433500655722,9,0.732804232804232,0.2427967021045773,0.297374701670644,0.35195270123671074,4
206,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,47.11,5.27,26.3,0.0,0.8174898856936855,AUC > 0.5,27.9303736825295,11,1.04218362282878,0.5275878254074623,0.5612895980873376,0.5899134286395841,4
207,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,49.2,7.43,37.17,0.0,0.7470174699855419,AUC > 0.5,27.8917708768395,10,1.06600496277915,0.33599021577706195,0.398209162521517,0.4419153870603964,4
208,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,53.42,13.6,68.0,0.0,0.6019578031064865,AUC > 0.5,28.0108960027516,10,0.940942928039702,0.22736988249333084,0.27430803363869566,0.30392821161191635,4
209,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,39.37,6.88,34.42,0.0,0.4934586407410802,AUC <= 0.5,28.0003305813882,11,0.803632915466859,0.20987161985044345,0.21336062867831254,0.22133623311457246,4
210,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,17.04,5.145,25.73,0.0,0.61929597298176,AUC > 0.5,28.0871516933596,11,0.958665147152215,0.31504157502166463,0.3167865846812248,0.33527237402920596,4
211,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,39.1,10.15,50.75,0.0,0.7373424892099404,AUC > 0.5,27.9035655314456,12,1.03268432998232,0.35675496884097063,0.40129747697466406,0.42372609134196176,4
212,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,64.84,8.82,44.1,0.0,0.6461433797559386,AUC > 0.5,28.0134021039611,7,1.0298277039051,0.17242612309969857,0.27020784190489966,0.28138033685584035,4
213,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,55.89,8.16,40.78,0.0,0.6902196226126976,AUC > 0.5,28.0141022574114,11,1.02407244254365,0.273973580989769,0.3081606581289232,0.33831153112380835,4
214,67,prednisolone ,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,O/W,10.1208/s12249-010-9445-5 ,360.4500000000001,94.83,1.5576,34.0,1.0,0.25,64.55,10.99,54.94,0.0,0.6787390432206426,AUC > 0.5,27.9758563751888,10,1.03845359441277,0.2921514034163613,0.3811526357668859,0.4043370638186924,4
215,65,dexamethasone,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,O/W,10.1002/jbm.a.32512 ,392.4670000000002,94.83,1.8957,31.0,1.0,0.625,16.0,14.9,38.9,0.0,0.5665294486911894,AUC > 0.5,24.2235359709539,9,0.898134990515172,0.09195354141936092,0.18390708283872184,0.2717338742897004,0
216,38,lidocaine,O=C(NC=1C(=CC=CC1C)C)CN(CC)CC,O/W,10.1002/lary.20713,234.3429999999999,32.34,2.583740000000001,10.0,2.33,1.0,100.0,41.8,83.6,0.2,0.7920417239211105,AUC > 0.5,55.6984749574853,7,0.824558395962477,0.6171982333595889,0.6480630132338028,0.6789277931080167,3
217,38,lidocaine,O=C(NC=1C(=CC=CC1C)C)CN(CC)CC,O/W,10.1002/lary.20713,234.3429999999999,32.34,2.583740000000001,10.0,2.33,1.0,5.0,5.0,10.0,0.2,0.8894271591331591,AUC > 0.5,56.0761698392671,8,0.995885676669043,0.319364257090906,0.39780555263746475,0.4762468481840235,3
218,40,ibuprofen,O=C(O)C(C1=CC=C(C=C1)CC(C)C)C,W/O/W,10.1007/s10544-009-9327-3 ,206.285,37.3,3.073200000000002,20.0,1.0,0.25,35.0,11.96,59.8,0.0,0.797082356093285,AUC > 0.5,20.1062682103289,8,1.00511402410439,0.44015078933554713,0.4992275065523183,0.5583042237690894,1
219,65,dexamethasone,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,O/W,10.1016/j.exer.2009.03.012 ,392.4670000000002,94.83,1.8957,12.0,1.0,0.2,36.5,15.66,93.96,0.0,0.5883801776770022,AUC > 0.5,52.9402152013968,24,1.00290715895354,0.17784684585885924,0.2758580275378539,0.3163547591311573,0
220,41,fenofibric acid ,O=C(O)C(OC1=CC=C(C=C1)C(=O)C2=CC=C(Cl)C=C2)(C)C,O/W,10.1016/j.ejps.2008.12.016 ,318.7560000000001,63.6,3.813000000000002,12.0,1.0,0.35,11.0,20.6,79.45714285714287,0.0,0.6093681139151095,AUC > 0.5,3.19847501991578,11,0.73019801980198,0.6027816881625108,0.6917562662189568,0.7232498275363798,3
221,2,propanolol hydrochloride,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,W/O/W,10.1007/s11095-008-9747-4 ,295.81,41.48999999999999,2.999300000000002,46.0,1.0,0.25,140.0,6.0,30.0,0.0,0.3475781412683831,AUC <= 0.5,30.1669758812616,6,0.666029257552823,0.018982192558667767,0.03796438511733553,0.0569465776760033,2
222,35,imatinib mesylate ,O=C(NC1=CC=C(C(=C1)NC=2N=CC=C(N2)C3=CN=CC=C3)C)C4=CC=C(C=C4)CN5CCN(C)CC5.O=S(=O)(O)C,W/O/W,10.1158/1078-0432.CCR-08-1316,589.7220000000004,140.65,4.094320000000002,12.0,1.0,0.005,33.83,0.2716417910447761,54.6,0.0,0.8656333228145839,AUC > 0.5,17.2429805281243,7,1.00446173026428,0.5784077036413418,0.7009227567790758,0.7893106072463654,0
223,3,gentamicin sulphate ,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)N.CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC.CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CN)N)N)N)O.OS(=O)(=O)O,W/O/W,10.1016/j.apsusc.2008.06.085 ,1488.807000000001,701.7700000000002,-11.54519999999993,60.0,1.0,0.06,246.37,2.377924528301887,42.01,0.0,0.6551430130288761,AUC > 0.5,30.0369458128078,17,0.853448275862069,0.36134048257372636,0.47281501340482557,0.49089618716656014,2
224,87,cefazolin sodium ,[Na].O=C(O)C1=C(CSC2=NN=C(S2)C)CSC3N1C(=O)C3NC(=O)CN4N=NN=C4,W/O/W,10.1016/j.ijpharm.2008.01.017 ,477.5090000000001,156.09,-1.016879999999999,25.0,1.0,0.04,9.8,2.39,62.14,0.0,0.4258995995684839,AUC <= 0.5,25.1675041876046,36,0.612637362637362,0.023482671174978743,0.03819780219780188,0.08142857142857174,0
225,65,dexamethasone,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,O/W,10.1016/j.jconrel.2008.01.004 ,392.4670000000002,94.83,1.8957,13.0,1.0,0.1,20.0,7.64,84.03999999999999,0.0,0.6064345214877148,AUC > 0.5,31.17903930131,10,0.84611030244218,0.11682460455246911,0.23364920910493822,0.3267518939393938,0
226,65,dexamethasone,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,O/W,10.1016/j.jconrel.2008.01.004 ,392.4670000000002,94.83,1.8957,28.0,1.0,0.1,20.0,8.25,90.75,0.0,0.5601431002082884,AUC > 0.5,53.1877729257641,16,0.849075421855625,0.12427903163580241,0.17013888888888842,0.18301091269841221,0
227,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,18.5295598227625,8.58899357360676,42.9449678680338,0.5,0.4936060780961007,AUC <= 0.5,32.9369981470043,20,0.812261563056352,0.12491609326456504,0.14743897796343064,0.16824753920005386,1
228,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,21.82033385522195,9.480906141912769,47.40453070956384,0.5,0.5552854955487214,AUC > 0.5,32.9285506667151,18,0.95447443955964,0.03615854289558119,0.060537323165951014,0.07945935804129332,1
229,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,17.12656367041195,15.76804660158405,78.84023300792025,0.5,0.4619691497160824,AUC <= 0.5,32.8770482868873,18,0.867052101878428,0.007966504469842805,0.01838529872608143,0.02943271804333648,1
230,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,13.75336103954415,12.8615827284292,64.30791364214599,0.5,0.5211671116240676,AUC > 0.5,32.9177378498346,18,0.927167406470968,0.04393833833746223,0.06450391280194454,0.08506948726642684,1
231,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,17.0120029719588,15.79488951368915,78.97444756844575,0.5,0.4668792778306957,AUC <= 0.5,32.9843909940422,18,0.860669927780634,0.01680108085978692,0.027243478708481695,0.037148725734414766,1
232,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,31.32798227515205,17.51174399461195,87.55871997305974,0.5,0.4321593104482225,AUC <= 0.5,32.9798625426311,18,0.927030609501257,0.018437380802366253,0.028269627885167587,0.03810187496796892,1
233,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,35.88307651190385,18.037850675105,90.189253375525,0.5,0.45195281795507825,AUC <= 0.5,32.8571698122107,18,0.920167175331261,0.02340704880474286,0.030392535361963898,0.03748062548152217,1
234,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,39.04160672860025,18.32282042099185,91.61410210495924,0.5,0.3543764803370727,AUC <= 0.5,33.1693499313656,18,0.892487016080719,0.006583366921939992,0.009256337643663144,0.011729125044500506,1
235,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,23.70415192650485,17.49900841914735,87.49504209573675,0.5,0.4915428601825955,AUC <= 0.5,33.381136911482,18,0.935978803690029,0.0317700082185805,0.04711860069424478,0.061761337344822,1
236,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,17.79357740298915,16.8031872094777,84.0159360473885,0.5,0.40963156879059476,AUC <= 0.5,33.0351203734781,18,0.837060995331522,0.0279550476322953,0.03565645191906548,0.04335884674994917,1
237,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,17.08824215000685,15.7006292421396,78.503146210698,0.5,0.4705524779699829,AUC <= 0.5,33.3045494767033,18,0.857697901728048,0.018914408602785447,0.028480104039838833,0.036940667394334215,1
238,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,17.5491930618401,14.9998080324699,74.9990401623495,0.5,0.4718345067890893,AUC <= 0.5,33.3133982241479,18,0.928828608915875,0.02445892301582875,0.03241931199805998,0.040774417665403684,1
239,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,16.0947101449275,14.78253623188405,73.91268115942025,0.5,0.5023280136525973,AUC > 0.5,32.9781348942086,18,1.01294498381877,0.03812422714734128,0.048663559402644274,0.059571098647311096,1
240,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,17.8792753623188,16.7245652173913,83.62282608695651,0.5,0.4162344710902583,AUC <= 0.5,32.9670942717278,18,0.844660194174757,0.028004742912579372,0.03994825913549637,0.04988950994410501,1
241,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.25,19.20768115942025,15.9910144927536,79.95507246376799,0.5,0.6388354721233377,AUC > 0.5,33.0411073335436,19,1.01294498381877,0.06865009013303923,0.08515709965287598,0.10009800078400613,1
242,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.4285714285714285,22.3,28.5,94.2,0.5,0.36306550389828607,AUC <= 0.5,34.0021722846442,19,0.818184671395392,0.0096093869047567,0.011496734846373386,0.01310440836026003,1
243,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.5384615384615384,18.7,33.5,96.2,0.5,0.3979301831623202,AUC <= 0.5,33.9444382022472,19,0.861954679555583,0.0128448299105195,0.013202579572346036,0.014460837378948781,1
244,11,ABT627 ,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,O/W,10.1016/j.ejpb.2007.06.008 ,510.6310000000003,88.54,4.694000000000004,34.0,1.0,0.6666666666666666,19.6,37.2,93.0,0.5,0.37601092108971845,AUC <= 0.5,33.7712359550561,19,0.89466449061578,0.016080272916282355,0.018200645460898453,0.019801283904212257,1
