Formulation Index,Drug SMILES,Profile Duration,AUC,AUC Class,Fold,Release_24h,Release_48h,Release_72h
117,O=C1CCC2(O)C3N(CCC42C5=C(OC14)C(O)=CC=C5C3)CC6CC6,21.7803468208092,0.6072116842817473,AUC > 0.5,2,0.028619206880076326,0.07180141287284121,0.14237637362637326
118,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,58.9852418399224,0.7107681480700871,AUC > 0.5,2,0.0062820200048792465,0.01648381901561816,0.059509798449050674
119,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,25.0421827854533,0.48663577713906475,AUC <= 0.5,0,0.0019752248430342707,0.009814686262616118,0.015830300615293738
120,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,25.0486342702874,0.4655726570614627,AUC <= 0.5,0,0.00023419601187964095,0.012701720567393469,0.0169255157773229
121,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,25.1448110211211,0.3482203465408801,AUC <= 0.5,0,0.009145541642091193,0.01473348282423316,0.0158044159304077
122,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,25.0444656185485,0.2662587314228628,AUC <= 0.5,0,0.006200678623364035,0.014733482824232941,0.01497788200956908
123,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,23.0022232809274,0.5353381070672202,AUC > 0.5,0,0.10992871499355644,0.19348440035501566,0.20344820961477203
124,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,25.0481380022232,0.6422665824983124,AUC > 0.5,0,0.49325504915585333,0.5857091618327288,0.5180908592370844
125,O=C(O)C1=CN2C3=C(OCC2C)C(=C(F)C=C3C1=O)N4CCN(C)CC4.O,3.00297619047619,0.6288925015623268,AUC > 0.5,3,0.6336853396611123,0.6641809737724139,0.7348307055968811
126,CCCCCC1=C(NC(=C1)C=C2C(=CC(=N2)C3=CC=CN3)OC)C,30.0,0.7464974381471721,AUC > 0.5,1,0.5214721494797931,0.7012099703443739,0.7066983786496841
127,CCCCCC1=C(NC(=C1)C=C2C(=CC(=N2)C3=CC=CN3)OC)C,30.0145906626858,0.6626231636353062,AUC > 0.5,1,0.460755956123803,0.5375948493906644,0.5818233188924463
128,O=C(OC1C2C3(OC(=O)C)COC3CC(O)C2(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(NC(=O)C=5C=CC=CC5)C=6C=CC=CC6)CC1(O)C4(C)C)C)C=7C=CC=CC7,30.1005025125628,0.7910838436322021,AUC > 0.5,0,0.34240945674044265,0.6848189134808853,0.7473809355294245
129,O=C(OC1C2C3(OC(=O)C)COC3CC(O)C2(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(NC(=O)C=5C=CC=CC5)C=6C=CC=CC6)CC1(O)C4(C)C)C)C=7C=CC=CC7,30.0502512562814,0.7128389345275978,AUC > 0.5,0,0.44217637483190747,0.5796076290237229,0.6069215123235229
130,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,45.0261780104712,0.4285342128038372,AUC <= 0.5,3,0.02351955307262565,0.035854748603351846,0.047636871508379815
131,CC(=O)NC(C(=O)O)C(C)(C)SN=O,14.0067527602523,0.57907414566134,AUC > 0.5,0,0.05166232073011745,0.1033246414602349,0.15498696219035235
132,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,29.9454589951868,0.6865788922522824,AUC > 0.5,3,0.028738349780701496,0.07690042984160671,0.2001413177883767
133,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,30.1323901313412,0.38817753051320975,AUC <= 0.5,3,0.018752466013845528,0.03916542226646779,0.08463165754106472
134,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,30.0863565909541,0.46797773250111496,AUC <= 0.5,3,0.03312308366184816,0.0671952137128593,0.08614766283102968
135,O=C(O)C1(C)CCC2(C)CCC3(C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1)C,88.3792048929663,0.3775964930882785,AUC <= 0.5,1,0.006007393715341933,0.012014787430683866,0.0180221811460258
136,O=C(NC=1C=CC=CC1C)C(NCCC)C,18.4884654644436,0.5063935072222562,AUC > 0.5,2,0.10439497716894977,0.13657834101382454,0.18345624385447387
137,O=C(NC=1C=CC=CC1C)C(NCCC)C,19.1755018713848,0.6585904120421789,AUC > 0.5,2,0.1473022003745326,0.21270644095788507,0.2594131371141417
138,O=C(NC=1C=CC=CC1C)C(NCCC)C,16.1829193603266,0.65927417086262,AUC > 0.5,2,0.23526934029425803,0.3054091928251118,0.3628192067372993
139,O=C(NC=1C=CC=CC1C)C(NCCC)C,19.1738686628104,0.7632599427522978,AUC > 0.5,2,0.22790236609464465,0.3973958333333331,0.5079535996670825
140,O=C(NC=1C=CC=CC1C)C(NCCC)C,19.1768628785301,0.7568042273923967,AUC > 0.5,2,0.26249999999999984,0.47429762949956084,0.6061015831134563
141,O=C(NC=1C=CC=CC1C)C(NCCC)C,18.2287853011228,0.8817720047101963,AUC > 0.5,2,0.4471436058700218,0.7363095238095236,0.8426757812499993
142,O=C(NC=1C=CC=CC1C)C(NCCC)C,18.2619938754678,0.89989053264746,AUC > 0.5,2,0.42777484143763284,0.7711406518010298,0.9167497330010675
143,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,60.0151066276132,0.5783339284724919,AUC > 0.5,3,0.019756194702853436,0.03994216614090439,0.07261041009463692
144,Cl.O=C1C2=CC(OC)=C(OC)C=C2CC1CC3CCN(CC=4C=CC=CC4)CC3,9.99491426910781,0.7151303848916879,AUC > 0.5,3,0.4446140785481683,0.5716107759780877,0.681202079403518
145,O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)(C)CC)C32)C)CC(O)C1,21.1344506807014,0.502132561385189,AUC > 0.5,2,0.027602595740791474,0.05520519148158295,0.08365021291620428
146,O=C1OC(C(=CC2CCC(O)C(OC)C2)C)C(C)C(O)CC(=O)C(C=C(C)CC(C)CC(OC)C3OC(O)(C(=O)C(=O)N4CCCCC14)C(C)CC3OC)CC=C,13.9679633867276,0.636671548339783,AUC > 0.5,3,0.032721301686818964,0.16168084788774467,0.29064039408867043
147,O=C1OC(C(=CC2CCC(O)C(OC)C2)C)C(C)C(O)CC(=O)C(C=C(C)CC(C)CC(OC)C3OC(O)(C(=O)C(=O)N4CCCCC14)C(C)CC3OC)CC=C,9.97421731123388,0.39077442312729704,AUC <= 0.5,3,0.011531813317968572,0.05424096732453118,0.09999597325482361
148,O=C1C=C2CCC3C(CCC4(C)C(C(=O)C)CCC34)C2(C)CC1,16.7765331121106,0.7062078815823492,AUC > 0.5,2,0.22198762935648803,0.3513697135602631,0.4552034304371785
149,CC1=CN(C(=O)C=C1)C2=CC(=CC=C2)F,7.5,0.5380171097049118,AUC > 0.5,0,0.33508183790179535,0.4502636346649118,0.5426725444918709
150,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,29.8488975187656,0.4785325447523322,AUC <= 0.5,3,0.05180686533383655,0.09087342468292216,0.11174206499492359
151,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,29.9929628857381,0.5299427191215649,AUC > 0.5,3,0.07878035008469828,0.1321656355604722,0.1648710864689573
152,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,29.8537844036697,0.53352970844911,AUC > 0.5,3,0.1007666290868095,0.15781164948868662,0.1879338815524597
153,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,28.2723950253727,0.6542023616389108,AUC > 0.5,0,0.3899131700722734,0.5108986115227931,0.5752624854408068
154,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.114602876798,0.6797692735328792,AUC > 0.5,0,0.44510896801718036,0.5040911783888196,0.5419025322058377
155,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.0560506566604,0.6398676614833938,AUC > 0.5,0,0.41855119703270977,0.46887411025666414,0.5193799515004913
156,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.1131175734834,0.616045902912901,AUC > 0.5,0,0.4144936179547313,0.452683282298157,0.5021395687814335
157,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.0741869918699,0.6017364941369531,AUC > 0.5,0,0.37388316213854345,0.4320272951377299,0.47631175769442297
158,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.0772239263803,0.6796698651140884,AUC > 0.5,0,0.48792206622974005,0.5361513188496906,0.5781475725929647
159,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.07745398773,0.7183806144312984,AUC > 0.5,0,0.5240109837907752,0.5644120332857451,0.6227615628992406
160,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.0968941717791,0.7356871967156186,AUC > 0.5,0,0.5587198845327905,0.573296628972243,0.6128687553557222
161,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,10.9223087725194,0.7798439155317015,AUC > 0.5,0,0.5135262438336916,0.5732856761117754,0.6837292007043603
162,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,10.9397001812355,0.7999855018808857,AUC > 0.5,0,0.5478019339641639,0.6834569540020076,0.6951138998586188
163,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,10.9570195758368,0.8217066474894794,AUC > 0.5,0,0.502218646466683,0.6553279202063065,0.7520345994403274
164,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.0452154308617,0.7218266838769618,AUC > 0.5,0,0.36586324660328,0.5145791686771904,0.5619406021155418
165,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.011329477136,0.7926341650364768,AUC > 0.5,0,0.45960251672825275,0.6529511634874672,0.6836942377631703
166,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,10.9942157041355,0.8160241633360544,AUC > 0.5,0,0.5071052228853763,0.6129183883168275,0.712059573881266
167,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.0905575748201,0.6356741143630352,AUC > 0.5,0,0.4713371779265836,0.5005879148082566,0.529632500985509
168,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.0157268298169,0.6349001644347838,AUC > 0.5,0,0.406175445218613,0.4649170933255167,0.5554907003211702
169,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,11.016739196153,0.7229897042309856,AUC > 0.5,0,0.5158469213361982,0.5406263181830436,0.5983364098783652
170,Cl.OC1=CC=C2C(=C1O)C=3C=CC=C4C3C(N(C)CC4)C2,7.00531288865888,0.5710948890327161,AUC > 0.5,1,0.528859893476639,0.5117486167751979,0.5682659225444208
171,Cl.OC1=CC=C2C(=C1O)C=3C=CC=C4C3C(N(C)CC4)C2,7.03705249451182,0.517134119133463,AUC > 0.5,1,0.35290948025349894,0.4677288853861251,0.5276456688003757
172,Cl.OC1=CC=C2C(=C1O)C=3C=CC=C4C3C(N(C)CC4)C2,11.9870537465672,0.5018222336695216,AUC > 0.5,1,0.41996789658464195,0.3841770743974646,0.3837396011994426
173,Cl.ClC1=CC=CC(Cl)=C1NC2=NCCN2,35.1116244558052,0.618452585345918,AUC > 0.5,4,0.16782875474325976,0.20944331051794884,0.25047312184816456
174,Cl.ClC1=CC=CC(Cl)=C1NC2=NCCN2,35.0179737345746,0.6211122625287564,AUC > 0.5,4,0.1734212344434705,0.21038068480046906,0.2473401351574676
175,Cl.ClC1=CC=CC(Cl)=C1NC2=NCCN2,35.1604188828669,0.8120614771495194,AUC > 0.5,4,0.33193719760933665,0.40855124373950935,0.4790271242964159
176,Cl.ClC1=CC=CC(Cl)=C1NC2=NCCN2,35.1128731320883,0.8412221287889575,AUC > 0.5,4,0.28143489227630747,0.35969410121083156,0.4312745467641207
177,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,5.98997493734635,0.4883921700984532,AUC <= 0.5,2,0.29124104233044495,0.3955371882363692,0.5527595119262444
178,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],17.9565898809575,0.8077110975893815,AUC > 0.5,2,0.39393724504502514,0.5348667409662246,0.6456291131802809
179,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],30.1068913480885,0.5998625987298135,AUC > 0.5,2,0.23327235318906264,0.3533326593199206,0.42300946988845045
180,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],30.1207243460764,0.7774077917740235,AUC > 0.5,2,0.34534337694374656,0.5625249988987265,0.6984078516902946
181,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],30.1244969818913,0.7872360676267999,AUC > 0.5,2,0.3077200902934548,0.4893511724931663,0.627217107217107
182,O=C(NC=1C=CC=CC1C)C(NCCC)C,13.8463725806145,0.7451952754618908,AUC > 0.5,2,0.3449360865290068,0.533968671267389,0.7070088845014809
183,O=C(NC=1C=CC=CC1C)C(NCCC)C,13.8797083252849,0.7940363545248681,AUC > 0.5,2,0.7262347202318301,0.7652969986576078,0.7799821651435147
184,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,117.812499999999,0.46083243673328894,AUC <= 0.5,0,0.061614620722660884,0.07082435989471163,0.07811976549413731
185,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=CC5=CC4C3,28.1119409143423,0.5929941414484259,AUC > 0.5,2,0.19187150158189417,0.2699387053237138,0.3460086718291098
186,OC=1C=C2C(=CC1OC)C3CCC4(C)C(O)CCC4C3CC2,45.8905767052016,0.460006453321697,AUC <= 0.5,2,0.04877149877149882,0.07536698148336192,0.0989612967288398
187,O=C1C=CC2(C(=C1)C(C)CC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,84.1987041788059,0.585678475591961,AUC > 0.5,0,0.19566857953367123,0.2150465190697852,0.2323232955461631
188,CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12,33.9596340455742,0.774249577902788,AUC > 0.5,0,0.13124590269149328,0.18378255531546006,0.23631920793942685
189,O=C(NC1=NC=CC=C1)C2=C(O)C=3SC(Cl)=CC3S(=O)(=O)N2C,31.9783197512195,0.6840102460835361,AUC > 0.5,3,0.22728083473602959,0.28100978069048393,0.33185499751251535
190,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,5.01709401709401,0.7126001142998585,AUC > 0.5,2,0.6185,0.7320000000000001,0.774271929824561
191,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,5.01709401709401,0.7026746458160426,AUC > 0.5,2,0.5845833333333333,0.7035677966101704,0.7775614035087723
192,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,5.01709401709401,0.743292192664424,AUC > 0.5,2,0.6940833333333333,0.7289262295081969,0.7897241379310348
193,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,5.01709401709401,0.8253641688143388,AUC > 0.5,2,0.802833333333333,0.8464396551724144,0.863
194,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,5.008547008547,0.9555631472244076,AUC > 0.5,2,0.9388688524590164,0.9890258620689659,1.0084918032786827
195,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,18.0089883256805,0.6172652546739692,AUC > 0.5,0,0.3927127894969754,0.45805778969317795,0.5529534295491744
196,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,28.1463414634146,0.8799276942285827,AUC > 0.5,4,0.5831029185867895,0.6460829493087556,0.7090629800307219
197,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,28.0,0.7752032520325198,AUC > 0.5,4,0.3867546432062584,0.5182431201020595,0.6295790049207214
198,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,28.0487804878048,0.5758597475455816,AUC > 0.5,4,0.1381279746166048,0.2624361008284856,0.38674422704036643
199,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,28.0745494433395,0.6527243216584366,AUC > 0.5,4,0.1668338286280344,0.29013135309619226,0.40838155103760154
200,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,27.9859758472925,0.5054476339290184,AUC > 0.5,4,0.21076145190568757,0.24669978986025143,0.2826381278148153
201,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,27.9376909355586,0.4511860682561497,AUC <= 0.5,4,0.13840528186896897,0.17825567950659635,0.21718418381269994
202,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,28.0386929928673,0.8037800397264574,AUC > 0.5,4,0.3957847106991988,0.522227330519707,0.6486699503402152
203,O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)NC2=CC=C(O)C=C2,28.0919318815245,0.8474556510064458,AUC > 0.5,4,0.3311891490152378,0.4860381560345462,0.6372126990484827
204,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=CC5=CC4C3,27.8858589969701,0.59099938770411,AUC > 0.5,2,0.2610547667342808,0.3045669105499175,0.34600088378258953
205,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=CC5=CC4C3,27.8433500655722,0.5864321635029767,AUC > 0.5,2,0.2427967021045773,0.297374701670644,0.35195270123671074
206,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,27.9303736825295,0.8174898856936855,AUC > 0.5,4,0.5275878254074623,0.5612895980873376,0.5899134286395841
207,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,27.8917708768395,0.7470174699855419,AUC > 0.5,4,0.33599021577706195,0.398209162521517,0.4419153870603964
208,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,28.0108960027516,0.6019578031064865,AUC > 0.5,4,0.22736988249333084,0.27430803363869566,0.30392821161191635
209,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,28.0003305813882,0.4934586407410802,AUC <= 0.5,4,0.20987161985044345,0.21336062867831254,0.22133623311457246
210,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,28.0871516933596,0.61929597298176,AUC > 0.5,4,0.31504157502166463,0.3167865846812248,0.33527237402920596
211,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,27.9035655314456,0.7373424892099404,AUC > 0.5,4,0.35675496884097063,0.40129747697466406,0.42372609134196176
212,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,28.0134021039611,0.6461433797559386,AUC > 0.5,4,0.17242612309969857,0.27020784190489966,0.28138033685584035
213,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,28.0141022574114,0.6902196226126976,AUC > 0.5,4,0.273973580989769,0.3081606581289232,0.33831153112380835
214,O=C1C=CC2(C(=C1)CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C32)C,27.9758563751888,0.6787390432206426,AUC > 0.5,4,0.2921514034163613,0.3811526357668859,0.4043370638186924
215,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,24.2235359709539,0.5665294486911894,AUC > 0.5,0,0.09195354141936092,0.18390708283872184,0.2717338742897004
216,O=C(NC=1C(=CC=CC1C)C)CN(CC)CC,55.6984749574853,0.7920417239211105,AUC > 0.5,4,0.6171982333595889,0.6480630132338028,0.6789277931080167
217,O=C(NC=1C(=CC=CC1C)C)CN(CC)CC,56.0761698392671,0.8894271591331591,AUC > 0.5,4,0.319364257090906,0.39780555263746475,0.4762468481840235
218,O=C(O)C(C1=CC=C(C=C1)CC(C)C)C,20.1062682103289,0.797082356093285,AUC > 0.5,1,0.44015078933554713,0.4992275065523183,0.5583042237690894
219,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,52.9402152013968,0.5883801776770022,AUC > 0.5,0,0.17784684585885924,0.2758580275378539,0.3163547591311573
220,O=C(O)C(OC1=CC=C(C=C1)C(=O)C2=CC=C(Cl)C=C2)(C)C,3.19847501991578,0.6093681139151095,AUC > 0.5,2,0.6027816881625108,0.6917562662189568,0.7232498275363798
221,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,30.1669758812616,0.3475781412683831,AUC <= 0.5,2,0.018982192558667767,0.03796438511733553,0.0569465776760033
222,O=C(NC1=CC=C(C(=C1)NC=2N=CC=C(N2)C3=CN=CC=C3)C)C4=CC=C(C=C4)CN5CCN(C)CC5.O=S(=O)(O)C,17.2429805281243,0.8656333228145839,AUC > 0.5,3,0.5784077036413418,0.7009227567790758,0.7893106072463654
223,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)N.CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC.CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CN)N)N)N)O.OS(=O)(=O)O,30.0369458128078,0.6551430130288761,AUC > 0.5,3,0.36134048257372636,0.47281501340482557,0.49089618716656014
224,[Na].O=C(O)C1=C(CSC2=NN=C(S2)C)CSC3N1C(=O)C3NC(=O)CN4N=NN=C4,25.1675041876046,0.4258995995684839,AUC <= 0.5,2,0.023482671174978743,0.03819780219780188,0.08142857142857174
225,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,31.17903930131,0.6064345214877148,AUC > 0.5,0,0.11682460455246911,0.23364920910493822,0.3267518939393938
226,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,53.1877729257641,0.5601431002082884,AUC > 0.5,0,0.12427903163580241,0.17013888888888842,0.18301091269841221
227,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,32.9369981470043,0.4936060780961007,AUC <= 0.5,1,0.12491609326456504,0.14743897796343064,0.16824753920005386
228,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,32.9285506667151,0.5552854955487214,AUC > 0.5,1,0.03615854289558119,0.060537323165951014,0.07945935804129332
229,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,32.8770482868873,0.4619691497160824,AUC <= 0.5,1,0.007966504469842805,0.01838529872608143,0.02943271804333648
230,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,32.9177378498346,0.5211671116240676,AUC > 0.5,1,0.04393833833746223,0.06450391280194454,0.08506948726642684
231,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,32.9843909940422,0.4668792778306957,AUC <= 0.5,1,0.01680108085978692,0.027243478708481695,0.037148725734414766
232,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,32.9798625426311,0.4321593104482225,AUC <= 0.5,1,0.018437380802366253,0.028269627885167587,0.03810187496796892
233,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,32.8571698122107,0.45195281795507825,AUC <= 0.5,1,0.02340704880474286,0.030392535361963898,0.03748062548152217
234,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,33.1693499313656,0.3543764803370727,AUC <= 0.5,1,0.006583366921939992,0.009256337643663144,0.011729125044500506
235,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,33.381136911482,0.4915428601825955,AUC <= 0.5,1,0.0317700082185805,0.04711860069424478,0.061761337344822
