Formulation Index,Time,Release,Drug Group,Drug SMILES,Formulation Method,Drug MW,Drug TPSA,Drug LogP,Polymer MW,LA/GA,Initial Drug-to-Polymer Ratio,Particle Size,Drug Loading Capacity,Drug Encapsulation Efficiency,Solubility Enhancer Concentration,Profile Duration,Fold,Log1p Time,Normalized Time,Had Duplicate Time
1,164.031496062992,0.217221135029354,8,CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,O/W,639.8300000000003,116.04,5.728900000000008,75.0,3.0,0.6666666666666666,47.723,35.41,88.3,0.5,237.732283464566,0,5.106136340914568,0.6899841017488099,False
1,179.905511811023,0.598825831702544,8,CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,O/W,639.8300000000003,116.04,5.728900000000008,75.0,3.0,0.6666666666666666,47.723,35.41,88.3,0.5,237.732283464566,0,5.197974860765293,0.756756756756757,False
1,193.889763779527,0.818003913894324,8,CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,O/W,639.8300000000003,116.04,5.728900000000008,75.0,3.0,0.6666666666666666,47.723,35.41,88.3,0.5,237.732283464566,0,5.272434084762425,0.8155802861685223,False
1,219.968503937007,0.917808219178082,8,CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,O/W,639.8300000000003,116.04,5.728900000000008,75.0,3.0,0.6666666666666666,47.723,35.41,88.3,0.5,237.732283464566,0,5.398020175239225,0.9252782193958664,False
1,237.732283464566,0.917808219178082,8,CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,O/W,639.8300000000003,116.04,5.728900000000008,75.0,3.0,0.6666666666666666,47.723,35.41,88.3,0.5,237.732283464566,0,5.475342771223467,1.0,False
2,0.0,0.0,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,0.0,0.0,False
2,0.991911348769296,0.575135495786455,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,0.6890946545422191,0.04950724413857016,False
2,2.00354875672644,0.698655436995063,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,1.0997945084796132,0.09999903475835194,False
2,3.04961007189375,0.77915999864625,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,1.3986205979386181,0.1522089555120128,False
2,5.03217571664096,0.894484922618731,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,1.7971077610242279,0.2511607030820171,False
2,7.01242064854254,0.945294029482722,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,2.0809929187397196,0.3499966216542318,False
2,9.99830781355006,0.952957216691727,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,2.39774142583272,0.49902510593527194,False
2,14.0280322772478,0.979297307489617,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,2.7099172755166956,0.7001525081804232,False
2,18.0212055136269,0.989513278828813,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,2.9455544364771264,0.8994556037103892,False
2,20.0356809600015,0.99193068804301,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,1.8,6.6,66.0,0.0,20.0356809600015,0,3.046220089230717,1.0,False
3,0.0,0.0,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,0.0,0.0,False
3,1.0135713353285,0.177283122132348,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,0.6999099292035249,0.050590023890537995,False
3,2.02230785222861,0.220158291955345,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,1.1060207290223434,0.100938729216439,False
3,2.9982643001842,0.351747545120943,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,1.3858603419932642,0.14965129467409946,False
3,5.01805804683005,0.502013701875426,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,1.7947646236964054,0.2504645382369274,False
3,7.03630465157881,0.609269313890916,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,2.0839693570826228,0.35120055985907117,False
3,10.0301209188088,0.837361542887257,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,2.4006297959259735,0.5006298414537,False
3,13.9903206935063,0.930915279476679,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,2.7074047057153012,0.6982938777480149,False
3,18.0199484608355,0.954567211228382,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,2.9454883473783204,0.8994232486305177,False
3,20.0350040854215,0.973113574719701,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,12.5,8.6,85.9,0.0,20.0350040854215,0,3.046187911262646,1.0,False
4,0.0,0.0,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,0.0,0.0,False
4,0.97440930605851,0.0885787084266049,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,0.6802692680780902,0.04863346573167375,False
4,1.98275903748434,0.120701242064854,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,1.092848723685984,0.09896092238046718,False
4,2.99420305270435,0.238844865181088,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,1.3848440731365834,0.1494428169476309,False
4,4.97773566113724,0.381051379615438,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,1.788041844272037,0.2484423488076909,False
4,6.99743271141452,0.528629377323734,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,2.0791205791036735,0.34924687383869935,False
4,10.0323449352859,0.899189200949558,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,2.4008314067975185,0.500721514649882,False
4,13.9921579245091,0.981990301354232,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,2.707527259359282,0.6983586144988231,False
4,18.0566930808913,0.97606764877945,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,2.947418382695211,0.901222472647595,False
4,20.0357776563701,0.994618847089197,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,29.3,8.7,86.8,0.0,20.0357776563701,0,3.046224685998777,1.0,False
5,0.0,0.0,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,0.0,0.0,False
5,1.00941339148008,0.0616922831463062,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,0.6978428344411485,0.05038248992494996,False
5,1.98179207379866,0.0938196516029843,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,1.0925244868151416,0.098916479644779,False
5,2.9928493035444,0.201210638534469,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,1.384505087209728,0.14938101788170588,False
5,5.01215956834741,0.338036000058017,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,1.7937840131797906,0.25017012958807006,False
5,6.99656244409741,0.504435945908051,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,2.0790117548468814,0.3492169212577535,False
5,10.0664787533904,0.848109344253576,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,2.403920606994844,0.5024445570597756,False
5,14.0629396663008,0.949722723163131,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,2.712237400288823,0.7019184825888664,False
5,18.0195616753612,0.943814575043634,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,2.9454680113922405,0.8994039431453452,False
5,20.0350040854215,0.973113574719701,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,12.0,1.0,0.1111111111111111,58.0,9.0,90.1,0.0,20.0350040854215,0,3.046187911262646,1.0,False
6,0.0,0.0,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,0.0,0.0,False
6,1.05219746745273,0.148541114058355,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,0.71891115438066,0.035135325461843364,False
6,2.10959687321329,0.19893899204244,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,1.1344930950283867,0.07044435576629628,False
6,3.06042684012709,0.259946949602121,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,1.40128810112378,0.10219478415999604,False
6,5.06893739865593,0.36604774535809,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,1.803183531864933,0.16926363230910063,False
6,7.08054100158401,0.413793103448275,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,2.0894588259331606,0.23643576441867545,False
6,10.0933068393772,0.572944297082228,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,2.4063419390047507,0.3370390366423301,False
6,14.002493181243,0.819628647214854,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,2.708216399373379,0.4675758785005037,False
6,18.0280904668622,0.870026525198939,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,2.945916332966038,0.6019999530527436,False
6,20.9401917687527,0.928381962864721,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,3.0883201954083703,0.6992418018356359,False
6,23.9590031024172,0.973474801061008,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,3.2172346028966086,0.8000469472547571,False
6,27.88056162188,0.986737400530504,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,3.3631687605765372,0.9309969249548128,False
6,29.9469964664311,1.0,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,1.5,5.8,58.1,0.0,29.9469964664311,0,3.432275949718106,1.0,False
7,0.0,0.0,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,0.0,0.0,False
7,1.05768059161503,0.0450928381962865,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,0.7215794220697043,0.03531841975540454,False
7,2.06418535771527,0.0557029177718833,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,1.1197817453864576,0.06892795943757184,False
7,3.06998715917931,0.079575596816976,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,1.4036398444567282,0.10251402549235925,False
7,5.02788426390229,0.140583554376657,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,1.79639608082915,0.16789277247012954,False
7,7.03990964561209,0.180371352785145,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,2.084417845019778,0.23507898875613228,False
7,10.1089126543007,0.278514588859416,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,2.4077477279618424,0.3375601511701591,False
7,14.0218950052019,0.453580901856764,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,2.7095088038373105,0.4682237506161814,False
7,17.9828195442914,0.724137931034482,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,2.9435343355888226,0.6004882514494945,False
7,20.9434254060792,0.867374005305039,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,3.08846756873539,0.6993497805215827,False
7,24.0165056096578,0.888594164456233,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,3.219535831402275,0.8019670899744137,False
7,27.9888181758536,0.944297082228116,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,3.3669101754883575,0.9346118635712765,False
7,29.9469964664311,1.0,65,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,S/O/W,392.4670000000002,94.83,1.8957,31.0,1.0,0.1111111111111111,12.9,7.5,75.3,0.0,29.9469964664311,0,3.432275949718106,1.0,False
